"X","TLID","STATEFP","COUNTYFP","TFIDL","TFIDR","MTFCC","FULLNAME","SMID","LFROMADD","LTOADD","RFROMADD","RTOADD","ZIPL","ZIPR","Length","CLASS","RDTYPE","Main","DeadEnd","Cluster","unit_N","unit_N_orig","property_N","parcel_N","BG_ID_10","CT_ID_10"
12119,636955996,25,25,259950884,260185931,"S1400","W Main St",0," "," ","7","1",0,2124,156.22,6,6,0,0,0,0,0,0,0,250259811004,25025981100
12120,85695943,25,25,205872764,259997869,"S1400","Foster St",2758,"272","280","289","293",2135,2135,20.3,5,5,0,0,2,4,4,2,2,250250004021,25025000402
12121,636832496,25,25,259819593,259997965,"S1200","Commonwealth Ave",2758," "," ","2043","2047",0,2135,38.85,2,2,1,0,3,38,38,1,1,250250004022,25025000402
12122,637050179,25,25,259997621,259997965,"S1400","Greycliff Rd",2758,"30","42","27","41",2135,2135,71.14,5,5,0,0,2,6,6,5,3,250250004022,25025000402
12123,637084045,25,25,205871354,260012078,"S1200","Commonwealth Ave",0," "," ","153","179",0,2116,129.41,2,2,1,0,6,92,62,50,10,250250107022,25025010702
12124,85728005,25,25,205871317,260014110,"S1400","Hemenway St",2758,"14","26","17","27",2115,2115,43.29,4,4,1,0,3,143,112,8,8,250250104052,25025010405
12125,637092827,25,25,260554741,260554741,"S1400"," ",2758," "," "," "," ",0,0,120.29,6,6,0,0,3,3,3,4,1,250250103002,25025010300
12126,637467551,25,25,205866191,260185955,"S1400","Newbury St",2758,"586","554","637","661",2215,2215,35.9,5,5,0,0,3,1,1,1,1,250250101043,25025010104
12127,636826046,25,25,259817113,260185757,"S1630"," ",0," "," "," "," ",0,0,27.09,2,2,1,0,0,0,0,0,0,250250101031,25025010103
12128,637097424,25,25,260017056,260016785,"S1200","Beacon St",0,"115","133","102","116",2116,2116,53.45,3,3,1,0,6,205,81,62,14,250250108011,25025010801
12129,640265515,25,25,262948070,260017056,"S1200","Arlington St",2758," "," ","3","1",0,2116,24.39,3,3,1,0,5,1,1,1,1,250250108011,25025010801
12130,638251955,25,25,262479982,260696380,"S1400","Ward St",2758,"136","138","101","107",2120,2120,12.87,5,5,0,0,0,0,0,0,0,250250808011,25025080801
12131,85698903,25,25,205873403,260696380,"S1400","Parker St",2758,"518","576","543","579",2120,2120,163.66,5,5,0,0,5,1,1,1,1,250250808011,25025080801
12132,637179496,25,25,205872092,260696380,"S1200","Huntington Ave",2758," "," ","580","510",0,2115,42.31,2,2,1,0,0,0,0,0,0,250250808011,25025080801
12133,85728351,25,25,260554780,260017360,"S1400","Longwood Ave",2758,"212","260","167","173",2115,2115,64.04,4,4,1,0,5,94,94,4,2,250250103002,25025010300
12134,640326133,25,25,205863965,260696333,"S1400","Cambridge St",0," "," ","305","325",0,2114,37.2,4,4,1,0,3,40,9,5,4,250250203011,25025020301
12135,85728057,25,25,205871356,260559167,"S1400","Fairfield St",0,"26","30","23","29",2116,2116,48.32,5,5,0,0,6,7,7,7,2,250250107011,25025010701
12136,85736210,25,25,205863847,260028627,"S1400"," ",2758," "," "," "," ",0,0,18.03,6,6,0,0,0,0,0,0,0,250259811004,25025981100
12137,637126254,25,25,205865820,260028627,"S1400","Canterbury St",2758,"77","67"," "," ",2131,0,150.26,5,5,0,0,5,31,0,1,1,250259811004,25025981100
12138,637126714,25,25,205863293,260028846,"S1400","S Huntington Ave",2758,"168","206","141","161",2130,2130,114.33,4,4,1,0,5,203,203,8,2,250250811003,25025081100
12139,85696826,25,25,205873847,260697441,"S1400","Silber Way",2758,"2","98","51","99",2115,2215,52.27,5,5,0,0,0,0,0,0,0,250250101033,25025010103
12140,637142894,25,25,205871053,260035194,"S1200","Commonwealth Ave",2758," "," "," "," ",0,0,65.67,2,2,1,0,3,0,0,2,2,250250101031,25025010103
12141,637093590,25,25,205866186,260035546,"S1200","Beacon St",2758," "," ","700","712",0,2215,95.23,2,2,1,0,0,0,0,0,0,250250101031,25025010103
12142,638524126,25,25,260696778,260696778,"S1400"," ",2758," "," "," "," ",0,0,72.07,6,6,0,0,0,0,0,0,0,250250101042,25025010104
12143,85723332,25,25,205863016,260696778,"S1200","Commonwealth Ave",2758," "," ","533","559",0,2215,93.83,2,2,1,0,3,15,15,4,4,250250101042,25025010104
12144,637146330,25,25,205864056,260036458,"S1400","Bay State Rd",2758,"40","44","39","45",2215,2215,28.18,5,5,0,0,3,60,60,4,4,250250101042,25025010104
12145,637147067,25,25,205866677,260036766,"S1200","Beacon St",2758," "," ","872","894",0,2215,6.49,2,2,1,0,5,10,10,1,1,250250102041,25025010204
12146,637147157,25,25,205866677,260036774,"S1200","Beacon St",2758," "," ","866","870",0,2215,6.49,2,2,1,0,5,10,10,1,1,250250102043,25025010204
12147,637147228,25,25,205871306,260036798,"S1200","Beacon St",2758," "," ","844","854",0,2215,36.54,2,2,1,0,5,63,63,7,4,250250102041,25025010204
12148,637147671,25,25,260036995,260036798,"S1400","Arundel St",2758,"16","28","45","53",2215,2215,9.34,5,5,0,0,0,0,0,0,0,250250102041,25025010204
12149,637147657,25,25,205872341,260036967,"S1200","Beacon St",2758," "," ","838","842",0,2215,23.64,2,2,1,0,7,10,10,2,2,250250102041,25025010204
12150,637148015,25,25,260037053,260037119,"S1400","Buswell St",2758," "," "," "," ",0,0,5.83,5,5,0,0,3,9,9,1,1,250250102041,25025010204
12151,637148374,25,25,259817164,260037246,"S1400","Beacon St",2758," "," ","910","916",0,2215,32.79,4,4,1,0,6,31,31,22,5,250250102042,25025010204
12152,637148592,25,25,260037350,260037335,"S1400"," ",2758," "," "," "," ",0,0,38.78,3,3,1,0,0,0,0,0,0,250250102042,25025010204
12153,637149362,25,25,205866677,260037678,"S1200","Beacon St",0," "," ","861","845",0,2215,16.84,2,2,1,0,5,5,5,1,1,250250102043,25025010204
12154,633012876,25,25,205869064,260042796,"S1400","Hemenway St",2758,"70","78","71","79",2115,2115,35.9,4,4,1,0,7,49,49,1,1,250250104031,25025010403
12155,85733762,25,25,260697291,260640195,"S1400","Gloucester St",0,"17","27","20","22",2115,2115,54.42,5,5,0,0,6,22,22,20,2,250250107011,25025010701
12156,637164903,25,25,205866797,260640255,"S1400","Beacon St",2758,"435","441","436","440",2115,2115,21.01,4,4,1,0,3,13,13,25,2,250250108022,25025010802
12157,637165167,25,25,205871310,260697291,"S1400"," ",2758," "," "," "," ",0,0,112.51,5,5,0,0,0,0,0,0,0,250250107011,25025010701
12158,638524681,25,25,205867307,260640186,"S1730"," ",0," "," "," "," ",0,0,152.76,5,5,0,0,0,0,0,0,0,250250107012,25025010701
12159,637165234,25,25,205867307,260640186,"S1730"," ",2758," "," "," "," ",0,0,48.99,5,5,0,0,0,0,0,0,0,250250107012,25025010701
12160,85696906,25,25,205866213,260697108,"S1400","Kenmore St",0,"65","99","50","98",2215,2215,28.59,6,6,0,0,0,0,0,0,0,250250101043,25025010104
12161,85736003,25,25,260186110,260185920,"S1400"," ",2758," "," "," "," ",0,0,43.65,5,5,0,0,0,0,0,0,0,250250104043,25025010404
12162,637169676,25,25,205873406,260185956,"S1400","Forsyth",2758," "," "," "," ",0,0,43.76,4,4,1,0,0,0,0,0,0,250250104052,25025010405
12163,637169969,25,25,205863957,260185748,"S1400","Hemenway St",0,"110","116","115","117",2115,2115,45.79,4,4,1,0,5,47,47,7,7,250250104052,25025010405
12164,637169970,25,25,205863957,260185748,"S1400","Hemenway St",0,"118","122","119","125",2115,2115,19.92,4,4,1,0,0,0,0,0,0,250250104052,25025010405
12165,85721559,25,25,260185920,260185748,"S1400","Hemenway St",2758,"124","136","127","133",2115,2115,56.84,4,4,1,0,6,105,105,13,4,250250104043,25025010404
12166,637171144,25,25,260697084,260045965,"S1400","St Botolph St",2758,"292","298","293","299",2115,2115,46.46,5,5,0,0,0,0,0,0,0,250250104051,25025010405
12167,637171361,25,25,205873428,260046058,"S1400","Whittier St",2758,"46","78","43","79",2120,2120,98.65,4,4,1,0,0,0,0,0,0,250250806011,25025080601
12168,637173897,25,25,205866288,260185923,"S1200","Huntington Ave",2758," "," ","337","343",0,2115,41,2,2,1,0,3,16,16,2,1,250250104042,25025010404
12169,637174001,25,25,205866288,260047103,"S1200","Huntington Ave",2758," "," ","319","335",0,2115,52.82,2,2,1,0,7,58,58,3,3,250250104042,25025010404
12170,637174990,25,25,205866414,260047465,"S1400","Burke St",2758,"2","48","1","49",2120,2120,56.86,5,5,0,0,1,3,3,1,1,250250806011,25025080601
12171,637178919,25,25,227169065,260048971,"S1400"," ",2758," "," "," "," ",0,0,60.53,5,5,0,0,0,0,0,0,0,250250103001,25025010300
12172,85705201,25,25,205873107,260343871,"S1400","Cummins Hwy",2758,"770","786","745","761",2126,2126,88.23,4,4,1,0,4,33,33,33,5,250251010015,25025101001
12173,85735395,25,25,227169033,260343871,"S1400"," ",2758," "," "," "," ",0,0,76.87,6,6,0,0,0,0,0,0,0,250251010015,25025101001
12174,85737832,25,25,205862275,260438829,"S1400"," ",2758," "," "," "," ",0,0,3.62,5,5,0,0,0,0,0,0,0,250250406001,25025040600
12175,639504584,25,25,261578096,261578208,"S1200","Leverett Connector S",0," "," "," "," ",0,0,14.82,1,1,1,0,0,0,0,0,0,250250404012,25025040401
12176,637997984,25,25,262434054,260696360,"S1400","Columbia Rd",0," "," "," "," ",0,0,30.61,4,4,1,0,0,0,0,0,0,250250907001,25025090700
12177,638020258,25,25,260451484,260451492,"S1400"," ",0," "," "," "," ",0,0,173.12,4,7,1,0,0,0,0,0,0,250250907004,25025090700
12178,638021838,25,25,260451973,263003248,"S1400","Mass Ave Con",0," "," "," "," ",0,0,14.43,4,4,1,0,0,0,0,0,0,250250612001,25025061200
12179,638022255,25,25,263003221,260452109,"S1400","Frontage Rd",0,"216","230","217","231",2118,2118,65.48,4,4,1,0,0,0,0,0,0,250250612001,25025061200
12180,85733037,25,25,260452548,260452323,"S1400","Frontage Rd",0,"278","298","279","315",2118,2118,122.64,4,4,1,0,5,31,0,1,1,250250612001,25025061200
12181,638023595,25,25,260452581,260452583,"S1100","I- 93",0," "," "," "," ",0,0,8.22,4,4,1,0,0,0,0,0,0,250250612001,25025061200
12182,638023529,25,25,260452554,260452552,"S1100","I- 93 Nb Hov Lane",0," "," "," "," ",0,0,508.75,1,1,1,0,0,0,0,0,0,250250612001,25025061200
12183,638023532,25,25,260452556,260452554,"S1100","I- 93 Sb Hov Lane",0," "," "," "," ",0,0,550.11,1,1,1,0,0,0,0,0,0,250250612001,25025061200
12184,638023534,25,25,260452554,260452579,"S1400"," ",0," "," "," "," ",0,0,6.69,4,4,1,0,0,0,0,0,0,250250612001,25025061200
12185,638024183,25,25,262939902,260452592,"S1400","Frontage Rd",0,"306","498","403","499",2118,2118,262.31,4,4,1,0,5,4,4,1,1,250250612001,25025061200
12186,638027002,25,25,260453908,261594372,"S1400","Broadway",0," "," "," "," ",0,0,16.59,4,4,1,0,0,0,0,0,0,250250704021,25025070402
12187,638028268,25,25,260453908,260453800,"S1630"," ",0," "," "," "," ",0,0,135.42,1,1,1,0,0,0,0,0,0,250250704021,25025070402
12188,638031811,25,25,260455054,260455056,"S1630"," ",0," "," "," "," ",0,0,22.53,4,7,1,0,0,0,0,0,0,250250701011,25025070101
12189,638035153,25,25,262488040,260456373,"S1630"," ",0," "," "," "," ",0,0,7.44,1,1,1,0,0,0,0,0,0,250250701011,25025070101
12190,638032013,25,25,260455106,260455114,"S1630"," ",0," "," "," "," ",0,0,27.39,4,7,1,0,0,0,0,0,0,250250701011,25025070101
12191,638035151,25,25,260456373,260456375,"S1630"," ",0," "," "," "," ",0,0,17.55,4,7,1,0,0,0,0,0,0,250250701011,25025070101
12192,638031962,25,25,260455110,260455118,"S1630"," ",0," "," "," "," ",0,0,6.86,4,7,1,0,0,0,0,0,0,250250701011,25025070101
12193,638032012,25,25,260455114,260455126,"S1630"," ",0," "," "," "," ",0,0,28.78,1,1,1,0,0,0,0,0,0,250250701011,25025070101
12194,639546245,25,25,261593247,261593246,"S1630"," ",0," "," "," "," ",0,0,16.03,4,7,1,0,0,0,0,0,0,250250701011,25025070101
12195,638035188,25,25,262463805,260456389,"S1630"," ",0," "," "," "," ",0,0,12.56,4,7,1,0,0,0,0,0,0,250250701011,25025070101
12196,638036261,25,25,260456810,260456809,"S1630"," ",0," "," "," "," ",0,0,7.12,4,8,1,0,0,0,0,0,0,250250701011,25025070101
12197,638036255,25,25,260456806,260456805,"S1630"," ",0," "," "," "," ",0,0,10.21,4,8,1,0,0,0,0,0,0,250250701011,25025070101
12198,638036250,25,25,260456803,260456805,"S1630"," ",0," "," "," "," ",0,0,5.27,1,1,1,0,0,0,0,0,0,250250701011,25025070101
12199,638036252,25,25,260456804,260456803,"S1630"," ",0," "," "," "," ",0,0,3.32,4,8,1,0,0,0,0,0,0,250250701011,25025070101
12200,638036247,25,25,260697316,260456803,"S1100","I- 93",0," "," "," "," ",0,0,4.46,1,1,1,0,0,0,0,0,0,250250701011,25025070101
12201,638042213,25,25,260459267,260459269,"S1630"," ",0," "," "," "," ",0,0,13.54,1,1,1,0,0,0,0,0,0,250250701011,25025070101
12202,638036248,25,25,260697142,260456804,"S1100","I- 93",0," "," "," "," ",0,0,154.97,1,1,1,0,0,0,0,0,0,250250701011,25025070101
12203,638041943,25,25,261576753,262477866,"S1630"," ",0," "," "," "," ",0,0,29.15,1,9,1,0,0,0,0,0,0,250250701011,25025070101
12204,85737542,25,25,262450018,262477866,"S1630"," ",0," "," "," "," ",0,0,101.84,4,4,1,0,0,0,0,0,0,250250701011,25025070101
12205,638035606,25,25,260456804,260459176,"S1630"," ",0," "," "," "," ",0,0,144.32,4,7,1,0,0,0,0,0,0,250250701011,25025070101
12206,85738507,25,25,260696531,260696652,"S1630"," ",0," "," "," "," ",0,0,39.06,1,1,1,0,0,0,0,0,0,250250701011,25025070101
12207,638042204,25,25,260983948,260459263,"S1630"," ",0," "," "," "," ",0,0,32.37,4,7,1,0,0,0,0,0,0,250250701011,25025070101
12208,638042283,25,25,260459300,260459299,"S1630"," ",0," "," "," "," ",0,0,13.89,1,9,1,0,0,0,0,0,0,250250701011,25025070101
12209,638042226,25,25,261593595,260459278,"S1400","Frontage Rd",0," "," "," "," ",0,0,58.84,4,4,1,0,0,0,0,0,0,250250701011,25025070101
12210,639547270,25,25,261593652,261593651,"S1400","S Station Bus Terminal Con",0," "," "," "," ",0,0,2.59,4,4,1,0,0,0,0,0,0,250250701011,25025070101
12211,639547265,25,25,261593657,261593687,"S1630"," ",0," "," "," "," ",0,0,12.59,4,7,1,0,0,0,0,0,0,250250701011,25025070101
12212,638042189,25,25,260459252,261593687,"S1400","S Station Bus Terminal Con",0," "," "," "," ",0,0,11.68,4,4,1,0,0,0,0,0,0,250250701011,25025070101
12213,638042288,25,25,261593652,260459384,"S1630"," ",0," "," "," "," ",0,0,49.77,4,7,1,0,0,0,0,0,0,250250701011,25025070101
12214,639470414,25,25,262481272,262459564,"S1630"," ",0," "," "," "," ",0,0,174.48,4,7,1,0,5,31,0,1,1,250250404012,25025040401
12215,85733205,25,25,205866127,262479394,"S1630"," ",0," "," "," "," ",0,0,21.34,1,9,1,0,0,0,0,0,0,250250404012,25025040401
12216,85739979,25,25,261579771,262479394,"S1400","Chelsea St",0," "," "," "," ",0,0,21.32,4,4,1,0,0,0,0,0,0,250250404012,25025040401
12217,85725272,25,25,205867836,260460450,"S1400","Lowney Way",2758," "," "," "," ",0,0,26.04,5,5,0,0,0,0,0,0,0,250250401001,25025040100
12218,85698462,25,25,205872438,262973064,"S1400","Francis St",2758,"24","52"," "," ",2215,0,156.03,4,4,1,0,3,194,194,27,13,250250810011,25025081001
12219,637098760,25,25,260696439,260696615,"S1400","Fruit St",2758,"2","58","1","59",2114,2114,93.74,5,5,0,0,3,2,2,2,1,250250203011,25025020301
12220,85734369,25,25,205871811,260696615,"S1200","Charles St",2758," "," ","339","397",0,2114,126.14,2,2,1,0,3,59,59,19,2,250250203011,25025020301
12221,638258716,25,25,205866402,260696323,"S1400","Harvard St",2758,"358","368","355","367",2124,2124,67.32,4,4,1,0,2,22,22,7,4,250251001004,25025100100
12222,638185210,25,25,260522124,260915057,"S1200","Embankment Rd",0," "," "," "," ",0,0,20.52,1,1,1,0,0,0,0,0,0,250250203011,25025020301
12223,638185202,25,25,260522122,260915082,"S1630"," ",0," "," "," "," ",0,0,24.64,1,9,1,0,0,0,0,0,0,250250203011,25025020301
12224,640326646,25,25,262974592,260915381,"S1400","Nashua St",0," "," ","63","83",0,2114,48.08,4,4,1,0,5,1,1,1,1,250250203032,25025020303
12225,639385254,25,25,261519621,262466439,"S1400","Beverly St",0," "," "," "," ",0,0,41.61,5,5,0,0,0,0,0,0,0,250250203032,25025020303
12226,85709097,25,25,205867424,261540199,"S1400","Pleasant St",2758,"54","98","51","99",2129,2129,42.11,5,5,0,0,4,5,5,3,3,250250404012,25025040401
12227,639418832,25,25,260980144,261540203,"S1400","Unity St",0,"12","16","9","21",2113,2113,17.84,5,5,0,0,6,32,32,16,5,250250304001,25025030400
12228,639418839,25,25,260978782,261540209,"S1400","Salem St",0," "," ","177","181",0,2113,14.08,5,5,0,0,7,9,9,2,2,250250301001,25025030100
12229,639477487,25,25,261567455,261562338,"S1630"," ",0," "," "," "," ",0,0,12.09,4,8,1,0,0,0,0,0,0,250250302001,25025030200
12230,639477486,25,25,261567497,261562338,"S1400","Cross St",0," "," "," "," ",0,0,60.54,4,4,1,0,0,0,0,0,0,250250302001,25025030200
12231,85739654,25,25,260460240,261563463,"S1630"," ",0," "," "," "," ",0,0,14.24,4,7,1,0,0,0,0,0,0,250250404012,25025040401
12232,85733169,25,25,205863748,261563467,"S1630"," ",0," "," "," "," ",0,0,11.05,1,1,1,0,0,0,0,0,0,250250404012,25025040401
12233,638045051,25,25,260697455,262447052,"S1630"," ",0," "," "," "," ",0,0,10.28,4,7,1,0,0,0,0,0,0,250250404012,25025040401
12234,639473620,25,25,262465761,262480861,"S1630"," ",0," "," "," "," ",0,0,13.42,4,8,1,0,0,0,0,0,0,250250302001,25025030200
12235,639477518,25,25,261567640,261566205,"S1400","Sudbury St",0," "," "," "," ",0,0,5.12,4,4,1,0,0,0,0,0,0,250250303003,25025030300
12236,639472538,25,25,261566186,261566209,"S1630"," ",0," "," "," "," ",0,0,53.82,4,8,1,0,0,0,0,0,0,250250303003,25025030300
12237,639480547,25,25,261567487,261567486,"S1100","I- 93",0," "," "," "," ",0,0,63.86,1,9,1,0,0,0,0,0,0,250250302001,25025030200
12238,639988523,25,25,262463629,262437865,"S1630"," ",0," "," "," "," ",0,0,48.9,4,8,1,0,0,0,0,0,0,250250303003,25025030300
12239,639482622,25,25,261568560,261568503,"S1400","John F Fitzgerald Surface Rd",0," "," "," "," ",0,0,25.27,4,4,1,0,0,0,0,0,0,250250303003,25025030300
12240,639482590,25,25,261568553,261568560,"S1400","Hanover St",0,"150","164","167","171",2113,2113,8.78,5,5,0,0,0,0,0,0,0,250250303003,25025030300
12241,639482776,25,25,262443471,261568592,"S1400","Blackstone St",0,"26","198"," "," ",2109,0,69.12,5,5,0,0,3,20,20,8,6,250250303003,25025030300
12242,85710176,25,25,205867766,262443471,"S1400","Salt Ln",2758,"2","98","1","99",2108,2109,19.69,5,5,0,0,0,0,0,0,0,250250303003,25025030300
12243,639484186,25,25,261569128,261569127,"S1630"," ",0," "," "," "," ",0,0,17.96,4,7,1,0,0,0,0,0,0,250250303002,25025030300
12244,85730367,25,25,257444631,261569312,"S1400","Atlantic Ave",0,"118","128"," "," ",2110,0,18.43,4,4,1,0,0,0,0,0,0,250250303001,25025030300
12245,85710241,25,25,261569261,261569316,"S1630"," ",0," "," "," "," ",0,0,1.61,4,7,1,0,0,0,0,0,0,250250303002,25025030300
12246,85710279,25,25,205867868,261569609,"S1400","McKinley Sq",2758,"2","98","5","99",2109,2109,60.27,4,4,1,0,5,33,3,86,2,250250303002,25025030300
12247,639485400,25,25,261569609,261569660,"S1400","Central St",0,"74","146","79","99",2109,2109,75.39,4,4,1,0,3,13,13,9,1,250250303002,25025030300
12248,639485554,25,25,261569661,261569660,"S1630"," ",0," "," "," "," ",0,0,32.5,4,8,1,0,0,0,0,0,0,250250303002,25025030300
12249,85738552,25,25,262437587,261570502,"S1400","High St",0," "," "," "," ",0,0,15.65,4,4,1,0,0,0,0,0,0,250250701018,25025070101
12250,639488458,25,25,262488565,261571058,"S1630"," ",0," "," "," "," ",0,0,25.94,4,8,1,0,0,0,0,0,0,250250701018,25025070101
12251,639487845,25,25,261570665,262441184,"S1400","Seaport Blvd",0," "," "," "," ",0,0,14.74,4,4,1,0,0,0,0,0,0,250250701018,25025070101
12252,85741777,25,25,261571306,261571303,"S1400","Atlantic Ave",0,"578","636","511","599",2210,2111,101.75,4,4,1,0,5,30,0,1,1,250250701011,25025070101
12253,639489293,25,25,261571306,261571836,"S1400","Summer St",0,"194","200","193","199",2210,2210,6.3,4,4,1,0,0,0,0,0,0,250250701011,25025070101
12254,639499715,25,25,261576044,261576043,"S1630"," ",0," "," "," "," ",0,0,13.29,4,7,1,0,0,0,0,0,0,250250701011,25025070101
12255,639500326,25,25,262457387,261576304,"S1630"," ",0," "," "," "," ",0,0,8.31,4,7,1,0,0,0,0,0,0,250250701017,25025070101
12256,639546774,25,25,260459138,261576589,"S1400","S Station Bus Terminal Con",0," "," "," "," ",0,0,52.39,4,4,1,0,0,0,0,0,0,250250701011,25025070101
12257,639502641,25,25,261577257,262450018,"S1630"," ",0," "," "," "," ",0,0,104.94,4,7,1,0,0,0,0,0,0,250250701011,25025070101
12258,639504092,25,25,262435595,261577848,"S1630"," ",0," "," "," "," ",0,0,37.9,1,1,1,0,0,0,0,0,0,250250404012,25025040401
12259,639504583,25,25,261578097,261578093,"S1200","Leverett Connector S",0," "," "," "," ",0,0,7.88,1,1,1,0,0,0,0,0,0,250250404012,25025040401
12260,85733198,25,25,205870868,261579772,"S1630"," ",2758," "," "," "," ",0,0,20.03,1,9,1,0,0,0,0,0,0,250250404012,25025040401
12261,639510090,25,25,261580177,261580183,"S1630"," ",0," "," "," "," ",0,0,12.63,4,8,1,0,0,0,0,0,0,250250302001,25025030200
12262,639511886,25,25,261580968,261580978,"S1400","North St",0," "," "," "," ",0,0,1.2,4,8,1,0,5,30,0,1,1,250250303002,25025030300
12263,639547008,25,25,261593548,261593590,"S1630"," ",0," "," "," "," ",0,0,70.52,1,1,1,0,0,0,0,0,0,250250701011,25025070101
12264,639547260,25,25,261593650,261593652,"S1400","Frontage Rd",0," "," "," "," ",0,0,66,4,4,1,0,0,0,0,0,0,250250701011,25025070101
12265,639547355,25,25,261593707,261593706,"S1400","S Station Bus Terminal Con",0," "," "," "," ",0,0,20.47,4,4,1,0,0,0,0,0,0,250250701011,25025070101
12266,639490544,25,25,261571836,261593707,"S1100","I- 93",0," "," "," "," ",0,0,119.44,1,9,1,0,0,0,0,0,0,250250701011,25025070101
12267,638042258,25,25,260459288,261593894,"S1630"," ",0," "," "," "," ",0,0,109.48,1,9,1,0,0,0,0,0,0,250250701011,25025070101
12268,638024432,25,25,260452878,261594369,"S1400","W 4th St",0," "," "," "," ",0,0,8.13,4,4,1,0,0,0,0,0,0,250250612001,25025061200
12269,639549953,25,25,261594595,261594582,"S1400","Frontage Rd",0," "," "," "," ",0,0,3.23,4,4,1,0,0,0,0,0,0,250250704021,25025070402
12270,639549943,25,25,261594584,261594596,"S1630"," ",0," "," "," "," ",0,0,8.13,4,7,1,0,0,0,0,0,0,250250704021,25025070402
12271,639549955,25,25,261594582,261594822,"S1630"," ",0," "," "," "," ",0,0,35.19,1,1,1,0,0,0,0,0,0,250250704021,25025070402
12272,639550487,25,25,261594804,262488896,"S1630"," ",0," "," "," "," ",0,0,50.22,1,9,1,0,0,0,0,0,0,250250701011,25025070101
12273,639550566,25,25,261594964,261594837,"S1640"," ",0," "," "," "," ",0,0,28.03,6,6,0,0,0,0,0,0,0,250250701011,25025070101
12274,85739629,25,25,205863339,261594837,"S1100","I- 90",0," "," "," "," ",0,0,81.66,1,9,1,0,0,0,0,0,0,250250701011,25025070101
12275,85710954,25,25,205868468,261595823,"S1400","A St",2758,"318","320"," "," ",2210,0,42.97,4,4,1,0,5,30,0,1,1,250250612001,25025061200
12276,85730621,25,25,262473220,261595826,"S1400","Summer St",0,"336","338"," "," ",2210,0,5.83,4,4,1,0,0,0,0,0,0,250250606001,25025060600
12277,639553149,25,25,261595880,261595882,"S1630"," ",0," "," "," "," ",0,0,109.09,1,9,1,0,0,0,0,0,0,250250612001,25025061200
12278,639553121,25,25,261596451,261595884,"S1400","Summer St",0," "," ","365","369",0,2210,18.21,4,4,1,0,0,0,0,0,0,250250612001,25025061200
12279,639554183,25,25,261596345,261596344,"S1630"," ",0," "," "," "," ",0,0,74.52,4,7,1,0,0,0,0,0,0,250250612001,25025061200
12280,639553240,25,25,261595932,261595936,"S1630"," ",0," "," "," "," ",0,0,40.88,1,9,1,0,0,0,0,0,0,250250612001,25025061200
12281,639553151,25,25,261595884,261596029,"S1100","I- 90",0," "," "," "," ",0,0,145.15,1,9,1,0,0,0,0,0,0,250250612001,25025061200
12282,639553118,25,25,261596588,261596071,"S1400","Summer St",0," "," ","371","377",0,2210,18.22,4,4,1,0,0,0,0,0,0,250250612001,25025061200
12283,639553504,25,25,261596091,261596079,"S1400"," ",0," "," "," "," ",0,0,1.53,4,4,1,0,0,0,0,0,0,250250612001,25025061200
12284,639554782,25,25,261596589,261596588,"S1100","I- 90",0," "," "," "," ",0,0,23.15,1,9,1,0,0,0,0,0,0,250250606001,25025060600
12285,639554451,25,25,261596441,261596451,"S1630"," ",0," "," "," "," ",0,0,19.06,4,8,1,0,0,0,0,0,0,250250606001,25025060600
12286,639988529,25,25,262454765,262473220,"S1400","Congress St",0," "," "," "," ",0,0,159.4,4,4,1,0,0,0,0,0,0,250250606001,25025060600
12287,85732899,25,25,205864424,261596601,"S1630"," ",0," "," "," "," ",0,0,2.24,4,7,1,0,0,0,0,0,0,250250606001,25025060600
12288,639554736,25,25,261596576,261596729,"S1630"," ",0," "," "," "," ",0,0,24.69,1,9,1,0,0,0,0,0,0,250250606001,25025060600
12289,639555158,25,25,261596790,261596793,"S1100","I- 90",0," "," "," "," ",0,0,110.26,1,9,1,0,0,0,0,0,0,250250606001,25025060600
12290,639554971,25,25,261596871,261596796,"S1400","World Trade Center Rd",0," "," "," "," ",0,0,62.24,5,5,0,0,0,0,0,0,0,250250606001,25025060600
12291,639555070,25,25,261596751,261596796,"S1100","I- 90 Eb Hov Lane",0," "," "," "," ",0,0,2.49,1,1,1,0,0,0,0,0,0,250250606001,25025060600
12292,639557837,25,25,261597599,261597597,"S1100","I- 90 Eb Hov Lane",0," "," "," "," ",0,0,59.93,1,1,1,0,0,0,0,0,0,250250606001,25025060600
12293,639558062,25,25,261597703,261597701,"S1400","Summer St",0,"468","496"," "," ",2210,0,12.84,4,4,1,0,0,0,0,0,0,250250606001,25025060600
12294,639557835,25,25,261597597,261597705,"S1400","D St",0," "," "," "," ",0,0,11.9,5,7,0,0,0,0,0,0,0,250250606001,25025060600
12295,639558066,25,25,261597703,261597705,"S1400","Haul Rd",0," "," "," "," ",0,0,10.39,4,4,1,0,0,0,0,0,0,250250606001,25025060600
12296,85737545,25,25,261597599,261597709,"S1400","D St",0," "," "," "," ",0,0,11.64,4,4,1,0,0,0,0,0,0,250250606001,25025060600
12297,85739967,25,25,261597567,261597713,"S1400","D St",0," "," "," "," ",0,0,17.24,4,4,1,0,0,0,0,0,0,250250606001,25025060600
12298,639558083,25,25,261597715,261597713,"S1100","I- 90",0," "," "," "," ",0,0,12.17,1,9,1,0,0,0,0,0,0,250250606001,25025060600
