TLID,LST_weighted,LST_CT
85722280,0.557747636,0.6013093620000001
85695096,0.49433836600000003,0.6013093620000001
85695095,0.529853151,0.6013093620000001
85722456,0.525454519,0.6013093620000001
85695037,0.50779516,0.6013093620000001
85695048,0.60747969,0.6013093620000001
85694868,0.503092651,0.6013093620000001
85694840,0.46564948899999997,0.6013093620000001
85694838,0.606241286,0.6013093620000001
85695032,0.44836923,0.6013093620000001
85694846,0.452569038,0.6013093620000001
85694874,0.44476037799999996,0.6013093620000001
85726991,0.56353156,0.6013093620000001
85722279,0.5393020000000001,0.6013093620000001
85694885,0.677804757,0.6013093620000001
639988871,0.531929534,0.6013093620000001
85721471,0.729672028,0.6013093620000001
624120837,0.7078318509999999,0.6013093620000001
85695038,0.623216194,0.6013093620000001
85694856,0.5064764939999999,0.6013093620000001
85695040,0.454113968,0.6013093620000001
85742235,0.374850161,0.6013093620000001
85694870,0.48825421399999996,0.6013093620000001
85695097,0.48553745200000004,0.6013093620000001
85694871,0.493332366,0.6013093620000001
85718532,0.510518569,0.6013093620000001
85694858,0.618119532,0.6013093620000001
624120838,0.607424007,0.6013093620000001
85694859,0.601324993,0.6013093620000001
85726979,0.499308906,0.6013093620000001
85694851,0.46631080399999997,0.6013093620000001
85695079,0.557876814,0.6013093620000001
85694854,0.587983652,0.6013093620000001
85721470,0.750481772,0.6013093620000001
85694867,0.509417331,0.6013093620000001
85725377,0.398215043,0.6013093620000001
85694865,0.494233615,0.6013093620000001
85716293,0.400490849,0.40401688700000005
85732427,0.441718714,0.40401688700000005
85694396,0.513873144,0.40401688700000005
85694377,0.464323064,0.40401688700000005
85694354,0.369632498,0.40401688700000005
85694381,0.5253712429999999,0.40401688700000005
85719133,0.5210418520000001,0.40401688700000005
85694382,0.41883696299999995,0.40401688700000005
85694385,0.47181036600000004,0.40401688700000005
85694359,0.396838113,0.40401688700000005
85694687,0.46220637600000003,0.40401688700000005
85726975,0.34509844700000003,0.40401688700000005
85694676,0.386400786,0.40401688700000005
85694387,0.34162375799999994,0.40401688700000005
85694358,0.353037198,0.40401688700000005
85694371,0.416085246,0.40401688700000005
85694350,0.429302051,0.40401688700000005
85694365,0.49216998,0.40401688700000005
85694677,0.413553199,0.40401688700000005
85726977,0.343311163,0.40401688700000005
85734701,0.34618956799999995,0.40401688700000005
85694398,0.494574291,0.40401688700000005
85694380,0.49463192,0.40401688700000005
85726861,0.486399796,0.40401688700000005
85694378,0.366386561,0.40401688700000005
85694394,0.562321824,0.40401688700000005
85694341,0.35117641899999996,0.40401688700000005
85694364,0.48472491,0.40401688700000005
85722275,0.420251766,0.40401688700000005
85694395,0.5492663529999999,0.40401688700000005
85694690,0.491024239,0.40401688700000005
636133553,0.405217455,0.40401688700000005
85694669,0.357443821,0.40401688700000005
85718355,0.43586846799999995,0.40401688700000005
85694393,0.569516398,0.40401688700000005
85694688,0.46717600000000004,0.40401688700000005
85726869,0.37057438299999995,0.40401688700000005
85718285,0.39538566799999997,0.40401688700000005
85694659,0.31909604199999997,0.40401688700000005
85694355,0.437947621,0.40401688700000005
85694391,0.530155435,0.40401688700000005
85694379,0.418793585,0.40401688700000005
85694366,0.492566775,0.40401688700000005
85721453,0.354099005,0.40401688700000005
85694361,0.305120237,0.40401688700000005
85694668,0.420657024,0.40401688700000005
85694392,0.47525937100000004,0.40401688700000005
85726976,0.39982137700000003,0.40401688700000005
85726873,0.589035575,0.40401688700000005
85694666,0.425119219,0.40401688700000005
85694363,0.507011247,0.40401688700000005
636133413,0.37950207399999997,0.40401688700000005
85694357,0.48497112299999995,0.40401688700000005
85694345,0.525139343,0.40401688700000005
85694329,0.327886581,0.40401688700000005
85694386,0.5036150420000001,0.40401688700000005
85732425,0.38740738,0.40401688700000005
85694383,0.480362832,0.40401688700000005
85694360,0.46984236,0.40401688700000005
85694662,0.35178491799999995,0.40401688700000005
85694388,0.336604034,0.40401688700000005
639989227,0.49552036,0.40401688700000005
85694663,0.382381952,0.40401688700000005
85694356,0.437407463,0.40401688700000005
85694389,0.451873332,0.40401688700000005
85694374,0.496807115,0.40401688700000005
85718293,0.374280437,0.40401688700000005
85694390,0.5312266370000001,0.40401688700000005
85694384,0.46002335200000005,0.40401688700000005
85694691,0.465386701,0.40401688700000005
85694661,0.301729225,0.40401688700000005
85726871,0.592064128,0.40401688700000005
85695897,0.400069227,0.402321305
85716295,0.36595046600000003,0.402321305
85731924,0.5480270429999999,0.402321305
85694405,0.43287273299999995,0.402321305
85694406,0.49390307899999997,0.402321305
639000763,0.350010272,0.402321305
85694402,0.580080691,0.402321305
85695900,0.325625497,0.402321305
85694793,0.5455392689999999,0.402321305
637077691,0.36504816799999995,0.402321305
85694375,0.482928605,0.402321305
637077692,0.39608135,0.402321305
637077697,0.219510218,0.402321305
85733108,0.422466003,0.402321305
85694420,0.47486851,0.402321305
85694411,0.39525598799999995,0.402321305
85726865,0.46767110799999995,0.402321305
85694786,0.598837971,0.402321305
85694421,0.441145171,0.402321305
85694800,0.45605841700000005,0.402321305
85694413,0.470356715,0.402321305
625154355,0.334779548,0.402321305
85694814,0.314577311,0.402321305
85722658,0.41516034799999996,0.402321305
85722657,0.46986712799999997,0.402321305
85724812,0.23233484199999999,0.402321305
85694801,0.382535047,0.402321305
85694414,0.453862308,0.402321305
85694763,0.6177684720000001,0.402321305
636832346,0.5091987179999999,0.402321305
85694416,0.422941044,0.402321305
85694809,0.24807620100000002,0.402321305
85694804,0.217415845,0.402321305
85721928,0.484300038,0.402321305
85694415,0.496923065,0.402321305
85694403,0.624023389,0.402321305
625139795,0.402678121,0.402321305
85724817,0.401705421,0.402321305
85721927,0.468946197,0.402321305
85726877,0.395895994,0.402321305
85735598,0.43964865,0.402321305
85694889,0.502289723,0.402321305
85725149,0.33381735100000004,0.402321305
625139794,0.29065784,0.402321305
85724811,0.19902653399999998,0.402321305
85695902,0.39059862700000003,0.402321305
85726881,0.39357559200000003,0.402321305
85695901,0.349449558,0.402321305
85721459,0.44758134899999996,0.402321305
85694796,0.60208356,0.402321305
637077696,0.406199384,0.402321305
85694794,0.569413375,0.402321305
85694795,0.5274712220000001,0.402321305
85694798,0.43717403299999996,0.402321305
85694817,0.334497964,0.402321305
85694429,0.39858843,0.402321305
85694764,0.605283033,0.402321305
85694815,0.34129861899999997,0.402321305
85694787,0.583169048,0.402321305
85694404,0.427888764,0.402321305
85695899,0.367716969,0.402321305
85694370,0.43861627799999997,0.402321305
85726882,0.400105208,0.402321305
85694762,0.623565696,0.402321305
85694792,0.517835819,0.402321305
85694797,0.453622917,0.402321305
85694423,0.398086945,0.402321305
85695974,0.577621319,0.56875443
85695229,0.492997202,0.56875443
85695168,0.49695311200000003,0.56875443
623834459,0.5234721529999999,0.56875443
85732170,0.5066876229999999,0.56875443
85727063,0.617022019,0.56875443
85733752,0.6842211770000001,0.56875443
85695235,0.51114805,0.56875443
85695172,0.537583582,0.56875443
85695167,0.480794321,0.56875443
85695240,0.566283023,0.56875443
85695241,0.417389241,0.56875443
85725337,0.48870615100000003,0.56875443
85695230,0.36163535799999996,0.56875443
85695173,0.49218547,0.56875443
85727061,0.472911946,0.56875443
85695247,0.618958772,0.56875443
85695161,0.407770525,0.56875443
85695233,0.52839948,0.56875443
85727037,0.411114407,0.56875443
85695255,0.64327441,0.56875443
85695954,0.628113838,0.56875443
85695164,0.5815979170000001,0.56875443
85732169,0.472885909,0.56875443
85695995,0.43462017399999997,0.56875443
85695165,0.44762895,0.56875443
85695145,0.532033246,0.56875443
85695142,0.551121112,0.56875443
85695956,0.6061819270000001,0.56875443
85695253,0.564139214,0.56875443
85695245,0.6236989860000001,0.56875443
85695139,0.470030271,0.56875443
85727035,0.407777534,0.56875443
85695976,0.537866864,0.56875443
85716363,0.527012059,0.56875443
85695978,0.514425847,0.56875443
85695246,0.646920849,0.56875443
85721105,0.5347755470000001,0.56875443
85721440,0.5079050589999999,0.56875443
85721439,0.509222073,0.56875443
85695143,0.485700832,0.56875443
85695238,0.536500938,0.56875443
85695158,0.50058219,0.56875443
85695171,0.39167316799999996,0.56875443
85695996,0.459997573,0.56875443
85695140,0.501644533,0.56875443
85735579,0.625972164,0.56875443
85720291,0.5227904000000001,0.56875443
623834458,0.45782630399999996,0.56875443
85695160,0.539473988,0.56875443
85695234,0.508050207,0.56875443
85695243,0.517963476,0.56875443
85695159,0.56447566,0.56875443
85733751,0.563925917,0.56875443
85695242,0.536603455,0.56875443
85695150,0.419033995,0.56875443
85695244,0.619763184,0.56875443
85695934,0.512009365,0.37815136200000005
85720287,0.444322545,0.37815136200000005
85724765,0.30191585,0.37815136200000005
85724773,0.362875134,0.37815136200000005
85721462,0.423212487,0.37815136200000005
85695118,0.46919079399999997,0.37815136200000005
85718301,0.475585252,0.37815136200000005
613367085,0.37682556799999994,0.37815136200000005
85695942,0.46788349700000004,0.37815136200000005
85694879,0.656379034,0.37815136200000005
637050059,0.313195043,0.37815136200000005
85724395,0.44443833899999996,0.37815136200000005
610191340,0.5252629010000001,0.37815136200000005
85720284,0.262351341,0.37815136200000005
85694891,0.436048427,0.37815136200000005
85726985,0.321426595,0.37815136200000005
638247867,0.41138979600000003,0.37815136200000005
85694931,0.216980528,0.37815136200000005
85694886,0.6620498020000001,0.37815136200000005
85724394,0.41899349700000005,0.37815136200000005
85695950,0.510813335,0.37815136200000005
85721465,0.39991304299999997,0.37815136200000005
85718694,0.500354108,0.37815136200000005
85695944,0.471299275,0.37815136200000005
637050923,0.36050237799999996,0.37815136200000005
637049948,0.322351495,0.37815136200000005
85721463,0.419543774,0.37815136200000005
85695940,0.491592741,0.37815136200000005
85695946,0.493950925,0.37815136200000005
85694895,0.284494638,0.37815136200000005
85695943,0.462718511,0.37815136200000005
85694821,0.43922316200000006,0.37815136200000005
85694818,0.41169815200000004,0.37815136200000005
610191341,0.608686539,0.37815136200000005
85721467,0.530691934,0.37815136200000005
637050180,0.3373313,0.37815136200000005
85720288,0.44005728299999997,0.37815136200000005
85720285,0.286931793,0.37815136200000005
85695949,0.46919725,0.37815136200000005
624757706,0.361821774,0.37815136200000005
85695939,0.483714263,0.37815136200000005
85694816,0.41129649100000004,0.37815136200000005
637050702,0.444228251,0.37815136200000005
85741666,0.484840634,0.37815136200000005
85695932,0.43452902,0.37815136200000005
85695957,0.5618181170000001,0.37815136200000005
85694926,0.37596973200000006,0.37815136200000005
85694934,0.310234843,0.37815136200000005
624757709,0.245905558,0.37815136200000005
85695933,0.43927109,0.37815136200000005
85721929,0.42859390799999997,0.37815136200000005
85694922,0.363619112,0.37815136200000005
85695952,0.559965505,0.37815136200000005
85694935,0.420847307,0.37815136200000005
85719134,0.509717393,0.37815136200000005
85718394,0.40988961399999996,0.37815136200000005
85694927,0.464123943,0.37815136200000005
85727295,0.500167871,0.37815136200000005
85694930,0.26484390399999996,0.37815136200000005
85694857,0.594089278,0.37815136200000005
639988865,0.561034127,0.37815136200000005
85694933,0.280343515,0.37815136200000005
85694901,0.46972446799999995,0.37815136200000005
85695049,0.734664546,0.37815136200000005
637050701,0.384699678,0.37815136200000005
85694898,0.355357245,0.37815136200000005
85721472,0.7025616240000001,0.37815136200000005
85694813,0.39234649,0.37815136200000005
637050179,0.297110349,0.37815136200000005
85694890,0.455636654,0.37815136200000005
85721175,0.30996922,0.37815136200000005
637050646,0.346606175,0.37815136200000005
85695951,0.444182673,0.37815136200000005
85726983,0.359050799,0.37815136200000005
85741679,0.5599196160000001,0.37815136200000005
85694892,0.40279949600000003,0.37815136200000005
85695960,0.565284353,0.37815136200000005
85694916,0.5079050589999999,0.37815136200000005
85720277,0.347073166,0.37815136200000005
85695953,0.49938887299999996,0.37815136200000005
85694932,0.37752708,0.37815136200000005
85727292,0.164989823,0.354336439
85727339,0.581824268,0.354336439
85727331,0.21564669,0.354336439
85695973,0.5854561389999999,0.354336439
85695986,0.544070498,0.354336439
637048069,0.29175775,0.354336439
85727333,0.175003068,0.354336439
85727327,0.32555258800000003,0.354336439
637050872,0.412796824,0.354336439
85695975,0.524567598,0.354336439
85727300,0.483396791,0.354336439
633077264,0.441082789,0.354336439
636832496,0.45931232299999997,0.354336439
610191338,0.60377951,0.354336439
85734501,0.40403680299999994,0.354336439
85723962,0.626904172,0.354336439
610193340,0.5502049139999999,0.354336439
640384839,0.6322915689999999,0.354336439
639988430,0.774889807,0.354336439
637048489,0.333174798,0.354336439
85718313,0.185817247,0.354336439
637048479,0.35895681799999996,0.354336439
637048486,0.333174798,0.354336439
637048086,0.296329496,0.354336439
85727334,0.160626412,0.354336439
85695977,0.548468565,0.354336439
637050401,0.428901488,0.354336439
637051198,0.545375623,0.354336439
85734378,0.534725854,0.354336439
85727326,0.7356903020000001,0.354336439
85727325,0.70063599,0.354336439
85695961,0.585824508,0.354336439
637048488,0.326545162,0.354336439
637048310,0.304592646,0.354336439
637048472,0.417261723,0.354336439
610193338,0.520599182,0.354336439
85727306,0.49997652,0.354336439
85727299,0.557592003,0.354336439
85727291,0.185706669,0.354336439
85695993,0.55088771,0.661578188
85696011,0.6095120589999999,0.661578188
85727314,0.6101888679999999,0.661578188
85695982,0.535983404,0.661578188
85696002,0.503619731,0.661578188
613369422,0.521345848,0.661578188
85734480,0.5388174029999999,0.661578188
85739828,0.543232414,0.661578188
85696005,0.5862292570000001,0.661578188
85727320,0.560594579,0.661578188
85727321,0.621324545,0.661578188
85696004,0.6095469960000001,0.661578188
85695981,0.527820064,0.661578188
85696038,0.593598338,0.661578188
85695983,0.50882374,0.661578188
85727308,0.552688482,0.661578188
85696037,0.670055527,0.661578188
85727309,0.588892834,0.661578188
85727315,0.5090382139999999,0.661578188
85739829,0.504053941,0.661578188
85696034,0.627703146,0.661578188
85696032,0.539591222,0.661578188
613369421,0.486834465,0.661578188
85695998,0.5866052620000001,0.661578188
85695994,0.5875919510000001,0.661578188
85696003,0.59772529,0.661578188
85696035,0.6594335139999999,0.661578188
85696033,0.6302007589999999,0.661578188
85696042,0.479035261,0.7124882659999999
85696046,0.618414875,0.7124882659999999
85727073,0.667788618,0.7124882659999999
85695606,0.491524465,0.7124882659999999
85695584,0.5955911770000001,0.7124882659999999
85724532,0.539087026,0.7124882659999999
85695585,0.52560978,0.7124882659999999
636133463,0.522338855,0.7124882659999999
85696076,0.408668159,0.7124882659999999
85727075,0.671882689,0.7124882659999999
85727072,0.630094059,0.7124882659999999
624864730,0.55887809,0.7124882659999999
85696036,0.630543596,0.7124882659999999
85696049,0.58999918,0.7124882659999999
85696013,0.556735703,0.7124882659999999
85696072,0.618089588,0.7124882659999999
635833700,0.401357103,0.7124882659999999
85695582,0.6755436579999999,0.7124882659999999
85724531,0.53180524,0.7124882659999999
635503477,0.483987805,0.7124882659999999
85696041,0.40721921299999997,0.7124882659999999
85696313,0.538490479,0.7124882659999999
85696053,0.518450141,0.7124882659999999
85696043,0.520122447,0.7124882659999999
85727143,0.686924697,0.7124882659999999
85695565,0.618378685,0.7124882659999999
85727155,0.714893215,0.7124882659999999
85696073,0.489451515,0.7124882659999999
85696317,0.660635327,0.7124882659999999
85696058,0.591426026,0.7124882659999999
85696062,0.563466994,0.7124882659999999
85696012,0.644484842,0.7124882659999999
636948104,0.653906402,0.7124882659999999
85727157,0.6445775739999999,0.7124882659999999
85695265,0.664001052,0.7124882659999999
85696069,0.503487996,0.7124882659999999
85696001,0.42914695,0.7124882659999999
85696075,0.413683329,0.7124882659999999
85735585,0.397188019,0.7124882659999999
85696055,0.599364449,0.7124882659999999
85695257,0.630350201,0.7124882659999999
624864731,0.520431234,0.7124882659999999
85727363,0.607806217,0.7124882659999999
85727369,0.61766983,0.7124882659999999
85727355,0.572366044,0.7124882659999999
85727367,0.525234444,0.7124882659999999
85727356,0.608556251,0.7124882659999999
85727141,0.6998995729999999,0.7124882659999999
85696052,0.440759054,0.7124882659999999
85696015,0.6609198470000001,0.7124882659999999
85695999,0.538548655,0.7124882659999999
85727154,0.701192567,0.7124882659999999
85727365,0.47949303,0.7124882659999999
85695261,0.64855594,0.7124882659999999
85695259,0.6516480729999999,0.7124882659999999
85696316,0.591000877,0.7124882659999999
85695577,0.621689454,0.7124882659999999
85727152,0.678707787,0.7124882659999999
85696074,0.515637004,0.7124882659999999
85727361,0.47585997,0.7124882659999999
85727357,0.33238374,0.7124882659999999
85695198,0.41387482,0.6330564360000001
85727043,0.45425673200000005,0.6330564360000001
85695093,0.569244368,0.6330564360000001
85695196,0.43821203799999997,0.6330564360000001
639988901,0.479770886,0.6330564360000001
85722281,0.531459864,0.6330564360000001
85695100,0.43030582100000003,0.6330564360000001
85695195,0.447928944,0.6330564360000001
639000072,0.413441447,0.6330564360000001
85718544,0.559885829,0.6330564360000001
85695138,0.539416412,0.6330564360000001
85695109,0.377077117,0.6330564360000001
85695210,0.5790255999999999,0.6330564360000001
85733754,0.7555695459999999,0.6330564360000001
85695131,0.545298429,0.6330564360000001
85695136,0.540162953,0.6330564360000001
85695103,0.483669488,0.6330564360000001
85695092,0.576637854,0.6330564360000001
85727045,0.505254164,0.6330564360000001
85695184,0.440177224,0.6330564360000001
85695060,0.553630666,0.6330564360000001
85727026,0.693494136,0.6330564360000001
85695065,0.590190959,0.6330564360000001
85695126,0.573602512,0.6330564360000001
85727128,0.647705847,0.6330564360000001
85695125,0.575974165,0.6330564360000001
85695190,0.45625247799999996,0.6330564360000001
85727025,0.7580753659999999,0.6330564360000001
85727023,0.744991478,0.6330564360000001
85695187,0.538474605,0.6330564360000001
85695129,0.5205385,0.6330564360000001
85695128,0.577852433,0.6330564360000001
639989696,0.52196898,0.6330564360000001
624120847,0.659004858,0.6330564360000001
85695186,0.511299265,0.6330564360000001
85695193,0.510668441,0.6330564360000001
